epoch,eval_loss,eval_accuracy,train_loss
0,2.5277516841888428,0.7249569892883301,2.083785057067871
1,6.458616733551025,0.08739893138408661,6.91073751449585
2,6.097398281097412,0.1100749596953392,6.334936141967773
3,5.823784351348877,0.12640029191970825,6.094195365905762
4,5.632594108581543,0.14311516284942627,5.919441223144531
5,5.497805118560791,0.15392787754535675,5.790465354919434
6,5.388432502746582,0.16470518708229065,5.6901535987854
7,5.289895057678223,0.174479141831398,5.602100849151611
8,5.210078239440918,0.1821047067642212,5.529581546783447
9,5.141644477844238,0.18825474381446838,5.464578151702881
10,4.973669052124023,0.2091011106967926,5.209594249725342
11,4.886345863342285,0.2193000167608261,5.115006446838379
12,4.8197126388549805,0.2280469834804535,5.038313865661621
13,4.763722896575928,0.2349288910627365,4.971261978149414
14,4.712647914886475,0.24042968451976776,4.910500526428223
15,4.661630153656006,0.24868087470531464,4.852745532989502
16,4.623335361480713,0.25596413016319275,4.801258087158203
17,4.588402271270752,0.25942277908325195,4.750820636749268
18,4.554849147796631,0.26345983147621155,4.703942775726318
19,4.525954246520996,0.26831141114234924,4.658257484436035
20,4.520187854766846,0.2677093744277954,4.716684818267822
21,4.50286865234375,0.269763320684433,4.6802802085876465
22,4.4758782386779785,0.27410730719566345,4.6471638679504395
23,4.458735466003418,0.2757953107357025,4.615288734436035
24,4.44306755065918,0.27961990237236023,4.583818435668945
25,4.426543712615967,0.2807885408401489,4.554656028747559
26,4.404760837554932,0.2865726351737976,4.526407718658447
27,4.391425132751465,0.28820163011550903,4.4977545738220215
28,4.3720173835754395,0.29148322343826294,4.469693183898926
29,4.357293605804443,0.2932066321372986,4.443710803985596
30,4.343216419219971,0.2966298758983612,4.416970252990723
31,4.335806369781494,0.2959924638271332,4.391725063323975
32,4.3191142082214355,0.30051350593566895,4.364986896514893
33,4.305007457733154,0.30248481035232544,4.34116792678833
34,4.2920050621032715,0.30442070960998535,4.318455696105957
35,4.284512996673584,0.3062385618686676,4.294829845428467
36,4.273777008056641,0.30841055512428284,4.269186496734619
37,4.261231422424316,0.3107832372188568,4.2491254806518555
38,4.252366542816162,0.3133919835090637,4.224335670471191
39,4.2381181716918945,0.3150327801704407,4.202786445617676
40,4.230243682861328,0.31740543246269226,4.1788458824157715
41,4.225469589233398,0.3176887333393097,4.159520149230957
42,4.217209815979004,0.3193885385990143,4.1361308097839355
43,4.206672191619873,0.32229241728782654,4.115866184234619
44,4.203525543212891,0.3209821283817291,4.0957536697387695
45,4.1917572021484375,0.32592812180519104,4.074499130249023
46,4.188733100891113,0.32503098249435425,4.052572727203369
47,4.182002544403076,0.32781681418418884,4.035105228424072
48,4.176419258117676,0.3277932107448578,4.0147576332092285
49,4.168139934539795,0.3310866057872772,3.993077278137207
50,4.159156799316406,0.3322906196117401,3.9761693477630615
51,4.154715538024902,0.3318774700164795,3.9552316665649414
52,4.161984920501709,0.3324086666107178,3.9340927600860596
53,4.150277137756348,0.33622145652770996,3.916938066482544
54,4.140139579772949,0.3364575505256653,3.8997750282287598
55,4.139677047729492,0.33671724796295166,3.8794894218444824
56,4.132274150848389,0.33923155069351196,3.8607430458068848
57,4.134744167327881,0.3397981524467468,3.841607093811035
58,4.129598617553711,0.33971554040908813,3.8255503177642822
59,4.123444080352783,0.34120285511016846,3.8069097995758057
60,4.122097969055176,0.34192293882369995,3.7897331714630127
61,4.1132683753967285,0.342938095331192,3.7719955444335938
62,4.118527412414551,0.3441539406776428,3.753469944000244
63,4.11425256729126,0.3451808989048004,3.7373578548431396
64,4.1101579666137695,0.3447205424308777,3.7189483642578125
65,4.111270904541016,0.34511008858680725,3.7029335498809814
66,4.106050491333008,0.34812018275260925,3.685115098953247
67,4.108142375946045,0.3472466766834259,3.6685853004455566
68,4.108685493469238,0.34825003147125244,3.6522204875946045
69,4.101738452911377,0.3499852418899536,3.6362273693084717
70,4.100149154663086,0.3510476350784302,3.620208263397217
71,4.1024932861328125,0.35261762142181396,3.601991891860962
72,4.100521564483643,0.3524877727031708,3.587113380432129
73,4.09988260269165,0.35201558470726013,3.571479320526123
74,4.103193283081055,0.3543410301208496,3.5542080402374268
75,4.101425647735596,0.3539396822452545,3.5395398139953613
76,4.0963664054870605,0.3551791310310364,3.5245168209075928
77,4.099576473236084,0.3557693660259247,3.5089104175567627
78,4.095890045166016,0.35637137293815613,3.4935011863708496
79,4.093271732330322,0.3569733798503876,3.4785196781158447
