epoch,eval_loss,eval_accuracy,train_loss
0,2.5277516841888428,0.7249569892883301,2.083785057067871
1,6.458286762237549,0.08743434399366379,6.91055154800415
2,6.096191883087158,0.11013398319482803,6.333974838256836
3,5.822103500366211,0.12648291885852814,6.092254638671875
4,5.630466938018799,0.1433040201663971,5.916769027709961
5,5.495552062988281,0.15410494804382324,5.787104606628418
6,5.385533809661865,0.16502390801906586,5.68612813949585
7,5.286977767944336,0.175151988863945,5.597435474395752
8,5.2070112228393555,0.18268312513828278,5.524277210235596
9,5.138514518737793,0.18883314728736877,5.458673477172852
10,4.971617221832275,0.20926636457443237,5.205712795257568
11,4.885011672973633,0.21954789757728577,5.111464977264404
12,4.818822383880615,0.22783450782299042,5.034919738769531
13,4.763005256652832,0.23481084406375885,4.967813968658447
14,4.712180137634277,0.24025261402130127,4.906944274902344
15,4.660923957824707,0.24873989820480347,4.849176406860352
16,4.622359275817871,0.25546833872795105,4.79754114151001
17,4.5874834060668945,0.25945818424224854,4.746906280517578
18,4.553833961486816,0.2635188698768616,4.69980001449585
19,4.524499416351318,0.268157958984375,4.6539225578308105
20,4.518487930297852,0.26773300766944885,4.709217071533203
21,4.50095272064209,0.269822359085083,4.672480583190918
22,4.473422050476074,0.2742607593536377,4.6388750076293945
23,4.455875873565674,0.2759605944156647,4.606475353240967
24,4.439475059509277,0.2800684869289398,4.574552059173584
25,4.422887802124023,0.28128430247306824,4.544840335845947
26,4.40007209777832,0.2870093882083893,4.51610803604126
27,4.386479377746582,0.28848493099212646,4.486795902252197
28,4.366343021392822,0.2919553816318512,4.458405494689941
29,4.351267337799072,0.2933601140975952,4.431809425354004
30,4.3368330001831055,0.29723191261291504,4.404438495635986
31,4.328787326812744,0.2971256673336029,4.37860107421875
32,4.311468601226807,0.30086761713027954,4.351227283477783
33,4.297023773193359,0.3037124574184418,4.3267011642456055
34,4.283413887023926,0.30613234639167786,4.303214073181152
35,4.275249004364014,0.30724194645881653,4.279027938842773
36,4.263967037200928,0.3101103901863098,4.252641201019287
37,4.250693321228027,0.3118101954460144,4.232032299041748
38,4.241434097290039,0.3142890930175781,4.206374168395996
39,4.226999282836914,0.316260427236557,4.184150695800781
40,4.218280792236328,0.31929412484169006,4.159526348114014
41,4.212692737579346,0.3199315369129181,4.139407157897949
42,4.2042951583862305,0.3212418258190155,4.115385055541992
43,4.192930698394775,0.3243345320224762,4.094152450561523
44,4.188754558563232,0.32291802763938904,4.073191165924072
45,4.176851749420166,0.3271793723106384,4.051369667053223
46,4.173213481903076,0.32674261927604675,4.0285420417785645
47,4.16615104675293,0.3297763168811798,4.01006555557251
48,4.159870147705078,0.3299179673194885,3.9891459941864014
49,4.1508002281188965,0.33312875032424927,3.966536283493042
50,4.141585350036621,0.3347931504249573,3.948685884475708
51,4.137598991394043,0.334261953830719,3.926966667175293
52,4.143084526062012,0.33508825302124023,3.9051291942596436
53,4.130740165710449,0.3381573557853699,3.886885166168213
54,4.120490074157715,0.3388538062572479,3.868840217590332
55,4.118829250335693,0.3395974934101105,3.8477694988250732
56,4.111721038818359,0.341887503862381,3.8283567428588867
57,4.113101005554199,0.3422180414199829,3.808087110519409
58,4.107753753662109,0.342560350894928,3.7911899089813232
59,4.101398468017578,0.34309154748916626,3.77176570892334
60,4.0996413230896,0.3450038433074951,3.7535455226898193
61,4.090646743774414,0.34586554765701294,3.7349491119384766
62,4.09463357925415,0.3467036783695221,3.7154669761657715
63,4.089834213256836,0.3483680784702301,3.6985585689544678
64,4.084939956665039,0.3481437861919403,3.679166316986084
65,4.086155414581299,0.3481319844722748,3.66261625289917
66,4.079957485198975,0.35122472047805786,3.6436967849731445
67,4.080514907836914,0.3505636751651764,3.6261684894561768
68,4.081562042236328,0.35127192735671997,3.6089768409729004
69,4.074784755706787,0.353255033493042,3.5919930934906006
70,4.071702480316162,0.35471877455711365,3.5752055644989014
71,4.073779106140137,0.35674911737442017,3.55613112449646
72,4.0700860023498535,0.3570324182510376,3.5402615070343018
73,4.0709757804870605,0.3555450737476349,3.523777723312378
74,4.072752952575684,0.3588738739490509,3.5053493976593018
75,4.070408821105957,0.3584135174751282,3.4899890422821045
76,4.065551280975342,0.35988906025886536,3.474250555038452
77,4.067251682281494,0.35988906025886536,3.4577949047088623
78,4.064113616943359,0.36114031076431274,3.441647529602051
79,4.061283111572266,0.3625450134277344,3.4255406856536865
